RFC_ID,Title,Authors,Date,Status,Stream,Area,Working_Group
943,Assigned numbers,"J. Postel,J.K. Reynolds",April 1985,HISTORIC,Legacy,,
949,FTP unique-named store command,M.A. Padlipsky,July 1985,UNKNOWN,Legacy,,
959,File Transfer Protocol,"J. Postel,J. Reynolds",October 1985,INTERNET STANDARD,Legacy,,
984,PCMAIL: A distributed mail system for personal computers,"D.D. Clark,M.L. Lambert",May 1986,UNKNOWN,Legacy,,
1009,Requirements for Internet gateways,"J. Postel,R.T. Braden",June 1987,HISTORIC,Legacy,,
1010,Assigned numbers,"J. Postel,J.K. Reynolds",May 1987,HISTORIC,Legacy,,
1015,Implementation plan for interagency research Internet,B.M. Leiner,July 1987,UNKNOWN,Legacy,,
1017,Network requirements for scientific research: Internet task force on scientific computing,B.M. Leiner,August 1987,UNKNOWN,Legacy,,
1068,Background File Transfer Program (BFTP),"A.L. DeSchon,R.T. Braden",August 1988,UNKNOWN,Legacy,,
1077,Critical issues in high bandwidth networking,B.M. Leiner,November 1988,UNKNOWN,Legacy,,
1095,Common Management Information Services and Protocol over TCP/IP (CMOT),"L. Besaw,U.S. Warrier",April 1989,UNKNOWN,Legacy,,
1099,Request for Comments Summary: RFC Numbers 1000-1099,J. Reynolds,December 1991,INFORMATIONAL,Legacy,,
1104,Models of policy based routing,H.W. Braun,June 1989,UNKNOWN,Legacy,,
1107,Plan for Internet directory services,K.R. Sollins,July 1989,INFORMATIONAL,Legacy,,
1114,Privacy enhancement for Internet electronic mail: Part II - certificate-based key management,"J. Linn,S.T. Kent",August 1989,HISTORIC,Legacy,,
1125,Policy requirements for inter Administrative Domain routing,D. Estrin,November 1989,UNKNOWN,Legacy,,
1126,Goals and functional requirements for inter-autonomous system routing,M. Little,October 1989,UNKNOWN,Legacy,,
1167,Thoughts on the National Research and Education Network,V.G. Cerf,July 1990,INFORMATIONAL,Legacy,,
1180,TCP/IP tutorial,"C.J. Kale,T.J. Socolofsky",January 1991,INFORMATIONAL,Legacy,,
1190,Experimental Internet Stream Protocol: Version 2 (ST-II),C. Topolcic,October 1990,EXPERIMENTAL,IETF,int,cip
1192,Commercialization of the Internet summary report,B. Kahin,November 1990,INFORMATIONAL,Legacy,,
1217,Memo from the Consortium for Slow Commotion Research (CSCR),V.G. Cerf,1 April 1991,INFORMATIONAL,Legacy,,
1244,Site Security Handbook,"J.K. Reynolds,J.P. Holbrook",July 1991,INFORMATIONAL,Legacy,,
1272,Internet Accounting: Background,"C. Mills,D. Hirsh,G.R. Ruth",November 1991,INFORMATIONAL,IETF,,acct
1281,Guidelines for the Secure Operation of the Internet,"B. Fraser,R. Pethia,S. Crocker",November 1991,INFORMATIONAL,IETF,sec,spwg
1287,Towards the Future Internet Architecture,"D. Clark,L. Chapin,R. Braden,R. Hobby,V. Cerf",December 1991,INFORMATIONAL,Legacy,,
1297,"NOC Internal Integrated Trouble Ticket System Functional Specification Wishlist (""NOC TT REQUIREMENTS"")",D. Johnson,January 1992,INFORMATIONAL,IETF,,ucp
1306,Experiences Supporting By-Request Circuit-Switched T3 Networks,"A. Nicholson,J. Young",March 1992,INFORMATIONAL,Legacy,,
1322,A Unified Approach to Inter-Domain Routing,"D. Estrin,S. Hotz,Y. Rekhter",May 1992,INFORMATIONAL,IETF,rtg,bgp
1331,The Point-to-Point Protocol (PPP) for the Transmission of Multi-protocol Datagrams over Point-to-Point Links,W. Simpson,May 1992,PROPOSED STANDARD,IETF,int,pppext
1346,"Resource Allocation, Control, and Accounting for the Use of Network Resources",P. Jones,June 1992,INFORMATIONAL,Legacy,,
1380,IESG Deliberations on Routing and Addressing,"P. Almquist,P. Gross",November 1992,INFORMATIONAL,IETF,,IESG
1399,Summary of 1300-1399,J. Elliott,January 1997,INFORMATIONAL,Legacy,,
1454,Comparison of Proposals for Next Version of IP,T. Dixon,May 1993,INFORMATIONAL,Legacy,,
1486,An Experiment in Remote Printing,"C. Malamud,M. Rose",July 1993,EXPERIMENTAL,Legacy,,
1507,DASS - Distributed Authentication Security Service,C. Kaufman,September 1993,EXPERIMENTAL,IETF,sec,cat
1528,Principles of Operation for the TPC.INT Subdomain: Remote Printing -- Technical Procedures,"C. Malamud,M. Rose",October 1993,EXPERIMENTAL,Legacy,,
1529,Principles of Operation for the TPC.INT Subdomain: Remote Printing -- Administrative Policies,"C. Malamud,M. Rose",October 1993,INFORMATIONAL,Legacy,,
1550,IP: Next Generation (IPng) White Paper Solicitation,"A. Mankin,S. Bradner",December 1993,INFORMATIONAL,Legacy,,
1588,White Pages Meeting Report,"C. Anderson,J. Postel",February 1994,INFORMATIONAL,Legacy,,
1596,Definitions of Managed Objects for Frame Relay Service,T. Brown,March 1994,PROPOSED STANDARD,IETF,int,frnetmib
1604,Definitions of Managed Objects for Frame Relay Service,T. Brown,March 1994,PROPOSED STANDARD,Legacy,,
1616,X.400(1988) for the Academic and Research Community in Europe,"E. Huizer,J. Romaguera,RARE WG-MSG Task Force 88",May 1994,INFORMATIONAL,Legacy,,
1633,Integrated Services in the Internet Architecture: an Overview,"D. Clark,R. Braden,S. Shenker",June 1994,INFORMATIONAL,Legacy,,
1636,"Report of IAB Workshop on Security in the Internet Architecture - February 8-10, 1994","C. Huitema,D. Clark,R. Braden,S. Crocker",June 1994,INFORMATIONAL,Legacy,,
1649,Operational Requirements for X.400 Management Domains in the GO-MHS Community,"A. Hansen,R. Hagens",July 1994,INFORMATIONAL,IETF,app,x400ops
1671,IPng White Paper on Transition and Other Considerations,B. Carpenter,August 1994,INFORMATIONAL,Legacy,,
1672,Accounting Requirements for IPng,N. Brownlee,August 1994,INFORMATIONAL,Legacy,,
1674,A Cellular Industry View of IPng,M. Taylor,August 1994,INFORMATIONAL,Legacy,,
1675,Security Concerns for IPng,S. Bellovin,August 1994,INFORMATIONAL,Legacy,,
1677,Tactical Radio Frequency Communication Requirements for IPng,B. Adamson,August 1994,INFORMATIONAL,Legacy,,
1681,On Many Addresses per Host,S. Bellovin,August 1994,INFORMATIONAL,Legacy,,
1696,Modem Management Information Base (MIB) using SMIv2,"J. Barnes,L. Brown,R. Royston,S. Waldbusser",August 1994,HISTORIC,IETF,,modemmgt
1713,Tools for DNS debugging,A. Romao,November 1994,INFORMATIONAL,Legacy,,
1716,Towards Requirements for IP Routers,"F. Kastenholz,P. Almquist",November 1994,INFORMATIONAL,IETF,rtg,rreq
1726,Technical Criteria for Choosing IP The Next Generation (IPng),"C. Partridge,F. Kastenholz",December 1994,INFORMATIONAL,Legacy,,
1753,IPng Technical Requirements Of the Nimrod Routing and Addressing Architecture,N. Chiappa,December 1994,INFORMATIONAL,Legacy,,
1758,NADF Standing Documents: A Brief Overview,The North American Directory Forum,February 1995,INFORMATIONAL,Legacy,,
1789,INETPhone: Telephone Services and Servers on Internet,C. Yang,April 1995,INFORMATIONAL,Legacy,,
1812,Requirements for IP Version 4 Routers,F. Baker,June 1995,PROPOSED STANDARD,IETF,rtg,rreq
1844,Multimedia E-mail (MIME) User Agent Checklist,E. Huizer,August 1995,INFORMATIONAL,IETF,app,mailext
1855,Netiquette Guidelines,S. Hambridge,October 1995,INFORMATIONAL,IETF,,run
1862,"Report of the IAB Workshop on Internet Information Infrastructure, October 12-14, 1994","C. Weider,J. Romkey,K. Sollins,M. McCahill,M. Schwartz,T. Verschuren",November 1995,INFORMATIONAL,Legacy,,
1935,"What is the Internet, Anyway?","J. Quarterman,S. Carl-Mitchell",April 1996,INFORMATIONAL,Legacy,,
1945,Hypertext Transfer Protocol -- HTTP/1.0,"H. Frystyk,R. Fielding,T. Berners-Lee",May 1996,INFORMATIONAL,IETF,app,http
1987,Ipsilon\'s General Switch Management Protocol Specification Version 1.1,"E. Hoffman,F. Ching Liaw,G. Minshall,P. Newman,R. Hinden,T. Lyon,W. Edwards",August 1996,INFORMATIONAL,Legacy,,
2050,Internet Registry IP Allocation Guidelines,"D. Conrad,D. Karrenberg,J. Postel,K. Hubbard,M. Kosters",November 1996,HISTORIC,Legacy,,
2058,Remote Authentication Dial In User Service (RADIUS),"A. Rubens,C. Rigney,S. Willens,W. Simpson",January 1997,PROPOSED STANDARD,IETF,ops,nasreq
2059,RADIUS Accounting,C. Rigney,January 1997,INFORMATIONAL,IETF,ops,radius
2063,Traffic Flow Measurement:  Architecture,"C. Mills,G. Ruth,N. Brownlee",January 1997,EXPERIMENTAL,IETF,tsv,rtfm
2064,Traffic Flow Measurement:  Meter MIB,N. Brownlee,January 1997,EXPERIMENTAL,IETF,tsv,rtfm
2068,Hypertext Transfer Protocol -- HTTP/1.1,"H. Frystyk,J. Gettys,J. Mogul,R. Fielding,T. Berners-Lee",January 1997,PROPOSED STANDARD,IETF,app,http
2072,Router Renumbering Guide,H. Berkowitz,January 1997,INFORMATIONAL,IETF,ops,pier
2094,Group Key Management Protocol (GKMP) Architecture,"C. Muckenhirn,H. Harney",July 1997,EXPERIMENTAL,Legacy,,
2099,Request for Comments Summary RFC Numbers 2000-2099,J. Elliott,March 1997,INFORMATIONAL,Legacy,,
2123,Traffic Flow Measurement: Experiences with NeTraMet,N. Brownlee,March 1997,INFORMATIONAL,IETF,tsv,rtfm
2124,Cabletron\'s Light-weight Flow Admission Protocol Specification Version 1.0,"G. Lyons,J. Amweg,P. Amsden,P. Calato,S. Bensley",March 1997,INFORMATIONAL,Legacy,,
2138,Remote Authentication Dial In User Service (RADIUS),"A. Rubens,C. Rigney,S. Willens,W. Simpson",April 1997,PROPOSED STANDARD,IETF,ops,radius
2139,RADIUS Accounting,C. Rigney,April 1997,INFORMATIONAL,Legacy,,
2151,A Primer On Internet and TCP/IP Tools and Utilities,"G. Kessler,S. Shepard",June 1997,INFORMATIONAL,Legacy,,
2194,Review of Roaming Implementations,"B. Aboba,J. Alsop,J. Ding,J. Lu,W. Wang",September 1997,INFORMATIONAL,IETF,ops,roamops
2196,Site Security Handbook,B. Fraser,September 1997,INFORMATIONAL,IETF,,ssh
2199,Request for Comments Summary RFC Numbers 2100-2199,A. Ramos,January 1998,INFORMATIONAL,Legacy,,
2208,Resource ReSerVation Protocol (RSVP) -- Version 1 Applicability Statement Some Guidelines on Deployment,"A. Mankin,A. Romanow,A. Weinrib,B. Braden,F. Baker,L. Zhang,M. O\'Dell,S. Bradner",September 1997,INFORMATIONAL,IETF,tsv,rsvp
2270,Using a Dedicated AS for Sites  Homed to a Single Provider,"E. Chen,J. Stewart,R. Chandra,T. Bates",January 1998,INFORMATIONAL,IETF,rtg,idr
2305,A Simple Mode of Facsimile Using Internet Mail,"D. Wing,H. Ohno,J. Murai,K. Toyoda",March 1998,PROPOSED STANDARD,IETF,app,fax
2310,The Safe Response Header Field,K. Holtman,April 1998,EXPERIMENTAL,IETF,app,http
2341,"Cisco Layer Two Forwarding (Protocol) ""L2F""","A. Valencia,M. Littlewood,T. Kolar",May 1998,HISTORIC,Legacy,,
2382,A Framework for Integrated Services and RSVP over ATM,"E. Crawley,F. Baker,J. Krawczyk,L. Berger,M. Borden,S. Berson",August 1998,INFORMATIONAL,IETF,tsv,issll
2400,Internet Official Protocol Standards,"J. Postel,J. Reynolds",September 1998,HISTORIC,Legacy,,
2456,Definitions of Managed Objects for APPN TRAPS,"B. Clouston,B. Moore",November 1998,PROPOSED STANDARD,IETF,rtg,snanau
2475,An Architecture for Differentiated Services,"D. Black,E. Davies,M. Carlson,S. Blake,W. Weiss,Z. Wang",December 1998,INFORMATIONAL,IETF,tsv,diffserv
2477,Criteria for Evaluating Roaming Protocols,"B. Aboba,G. Zorn",January 1999,INFORMATIONAL,IETF,ops,roamops
2504,Users\' Security Handbook,"E. Guttman,G. Malkin,L. Leong",February 1999,INFORMATIONAL,IETF,,ssh
2512,Accounting Information for ATM Networks,"A. Prasad,J. Heinanen,K. McCloghrie,W. Greene",February 1999,PROPOSED STANDARD,IETF,ops,atommib
2513,Managed Objects for Controlling the Collection and Storage of Accounting Information for Connection-Oriented Networks,"A. Prasad,J. Heinanen,K. McCloghrie,W. Greene",February 1999,PROPOSED STANDARD,IETF,ops,atommib
2527,Internet X.509 Public Key Infrastructure Certificate Policy and Certification Practices Framework,"S. Chokhani,W. Ford",March 1999,INFORMATIONAL,IETF,sec,pkix
2548,Microsoft Vendor-specific RADIUS Attributes,G. Zorn,March 1999,INFORMATIONAL,IETF,ops,radius
2566,Internet Printing Protocol/1.0: Model and Semantics,"P. Powell,R. Herriot,R. deBry,S. Isaacson,T. Hastings",April 1999,EXPERIMENTAL,IETF,app,ipp
2588,IP Multicast and Firewalls,R. Finlayson,May 1999,INFORMATIONAL,IETF,ops,mboned
2607,Proxy Chaining and Policy Implementation in Roaming,"B. Aboba,J. Vollbrecht",June 1999,INFORMATIONAL,IETF,ops,roamops
2616,Hypertext Transfer Protocol -- HTTP/1.1,"H. Frystyk,J. Gettys,J. Mogul,L. Masinter,P. Leach,R. Fielding,T. Berners-Lee",June 1999,DRAFT STANDARD,IETF,app,http
2619,RADIUS Authentication Server MIB,"B. Aboba,G. Zorn",June 1999,PROPOSED STANDARD,IETF,ops,radius
2620,RADIUS Accounting Client MIB,"B. Aboba,G. Zorn",June 1999,INFORMATIONAL,IETF,ops,radius
2621,RADIUS Accounting Server MIB,"B. Aboba,G. Zorn",June 1999,INFORMATIONAL,IETF,ops,radius
2626,The Internet and the Millennium Problem (Year 2000),P. Nesser II,June 1999,INFORMATIONAL,IETF,ops,2000
2635,DON\'T SPEW A Set of Guidelines for Mass Unsolicited Mailings and Postings (spam*),"A. Lunde,S. Hambridge",June 1999,INFORMATIONAL,IETF,,run
2664,"FYI on Questions and Answers - Answers to Commonly Asked ""New Internet User"" Questions","A. Wells,E. Krol,R. Plzak",August 1999,INFORMATIONAL,IETF,,uswg
2676,QoS Routing Mechanisms and OSPF Extensions,"A. Orda,D. Williams,G. Apostolopoulos,R. Guerin,S. Kama,T. Przygienda",August 1999,EXPERIMENTAL,IETF,rtg,ospf
2679,A One-way Delay Metric for IPPM,"G. Almes,M. Zekauskas,S. Kalidindi",September 1999,PROPOSED STANDARD,IETF,tsv,ippm
2681,A Round-trip Delay Metric for IPPM,"G. Almes,M. Zekauskas,S. Kalidindi",September 1999,PROPOSED STANDARD,IETF,tsv,ippm
2702,Requirements for Traffic Engineering Over MPLS,"D. Awduche,J. Agogbua,J. Malcolm,J. McManus,M. O\'Dell",September 1999,INFORMATIONAL,IETF,rtg,mpls
2705,Media Gateway Control Protocol (MGCP) Version 1.0,"A. Dugan,C. Huitema,I. Elliott,M. Arango,S. Pickett",October 1999,INFORMATIONAL,Legacy,,
2707,Job Monitoring MIB - V1.0,"H. Lewis,R. Bergman,S. Isaacson,T. Hastings",November 1999,INFORMATIONAL,IETF,app,printmib
2722,Traffic Flow Measurement: Architecture,"C. Mills,G. Ruth,N. Brownlee",October 1999,INFORMATIONAL,IETF,tsv,rtfm
2725,Routing Policy System Security,"C. Alaettinoglu,C. Villamizar,D. Meyer,S. Murphy",December 1999,PROPOSED STANDARD,IETF,ops,rps
2748,The COPS (Common Open Policy Service) Protocol,"A. Sastry,D. Durham,J. Boyle,R. Cohen,R. Rajan,S. Herzog",January 2000,PROPOSED STANDARD,IETF,ops,rap
2753,A Framework for Policy-based Admission Control,"D. Pendarakis,R. Guerin,R. Yavatkar",January 2000,INFORMATIONAL,IETF,ops,rap
2768,Network Policy and Services: A Report of a Workshop on Middleware,"B. Aiken,B. Carpenter,B. Teitelbaum,C. Lynch,I. Foster,J. Mambretti,J. Strassner,R. Moore",February 2000,INFORMATIONAL,Legacy,,
2801,Internet Open Trading Protocol - IOTP Version 1.0,D. Burdett,April 2000,INFORMATIONAL,IETF,app,trade
2804,IETF Policy on Wiretapping,"IAB,IESG",May 2000,INFORMATIONAL,IAB,,
2805,Media Gateway Control Protocol Architecture and Requirements,"B. Rosen,M. Ramalho,N. Greene",April 2000,INFORMATIONAL,IETF,rai,megaco
2809,Implementation of L2TP Compulsory Tunneling via RADIUS,"B. Aboba,G. Zorn",April 2000,INFORMATIONAL,IETF,ops,radius
2816,A Framework for Integrated Services Over Shared and Switched IEEE 802 LAN Technologies,"A. Ghanwani,A. Smith,J. Pace,M. Seaman,V. Srinivasan",May 2000,INFORMATIONAL,IETF,tsv,issll
2828,Internet Security Glossary,R. Shirey,May 2000,INFORMATIONAL,Legacy,,
2837,Definitions of Managed Objects for the Fabric Element in Fibre Channel Standard,K. Teow,May 2000,PROPOSED STANDARD,IETF,int,ipfc
2865,Remote Authentication Dial In User Service (RADIUS),"A. Rubens,C. Rigney,S. Willens,W. Simpson",June 2000,DRAFT STANDARD,IETF,ops,radius
2866,RADIUS Accounting,C. Rigney,June 2000,INFORMATIONAL,IETF,ops,radius
2867,RADIUS Accounting Modifications for Tunnel Protocol Support,"B. Aboba,D. Mitton,G. Zorn",June 2000,INFORMATIONAL,IETF,ops,radius
2868,RADIUS Attributes for Tunnel Protocol Support,"A. Rubens,D. Leifer,G. Zorn,I. Goyret,J. Shriver,M. Holdrege",June 2000,INFORMATIONAL,IETF,ops,radius
2869,RADIUS Extensions,"C. Rigney,P. Calhoun,W. Willats",June 2000,INFORMATIONAL,IETF,ops,radius
2881,Network Access Server Requirements Next Generation (NASREQNG) NAS Model,"D. Mitton,M. Beadles",July 2000,INFORMATIONAL,IETF,ops,nasreq
2882,Network Access Servers Requirements: Extended RADIUS Practices,D. Mitton,July 2000,INFORMATIONAL,IETF,ops,nasreq
2888,Secure Remote Access with L2TP,P. Srisuresh,August 2000,INFORMATIONAL,Legacy,,
2896,Remote Network Monitoring MIB Protocol Identifier Macros,"A. Bierman,C. Bucci,R. Iddon",August 2000,INFORMATIONAL,IETF,ops,rmonmib
2899,Request for Comments Summary RFC Numbers 2800-2899,S. Ginoza,May 2001,INFORMATIONAL,Legacy,,
2903,Generic AAA Architecture,"C. de Laat,D. Spence,G. Gross,J. Vollbrecht,L. Gommans",August 2000,EXPERIMENTAL,Legacy,,
2904,AAA Authorization Framework,"B. de Bruijn,C. de Laat,D. Spence,G. Gross,J. Vollbrecht,L. Gommans,M. Holdrege,P. Calhoun,S. Farrell",August 2000,INFORMATIONAL,Legacy,,
2905,AAA Authorization Application Examples,"B. de Bruijn,C. de Laat,D. Spence,G. Gross,J. Vollbrecht,L. Gommans,M. Holdrege,P. Calhoun,S. Farrell",August 2000,INFORMATIONAL,Legacy,,
2906,AAA Authorization Requirements,"B. de Bruijn,C. de Laat,D. Spence,G. Gross,J. Vollbrecht,L. Gommans,M. Holdrege,P. Calhoun,S. Farrell",August 2000,INFORMATIONAL,Legacy,,
2924,Accounting Attributes and Record Formats,"A. Blount,N. Brownlee",September 2000,INFORMATIONAL,IETF,ops,aaa
2940,Definitions of Managed Objects for Common Open Policy Service (COPS) Protocol Clients,"A. Smith,D. Partain,J. Seligson",October 2000,PROPOSED STANDARD,IETF,ops,rap
2954,Definitions of Managed Objects for Frame Relay Service,"D. Fowler,K. Rehbehn",October 2000,PROPOSED STANDARD,IETF,int,frnetmib
2970,Architecture for Integrated Directory Services - Result from TISDAG,"L. Daigle,T. Eklof",October 2000,INFORMATIONAL,IETF,,NON WORKING GROUP
2975,Introduction to Accounting Management,"B. Aboba,D. Harrington,J. Arkko",October 2000,INFORMATIONAL,IETF,ops,aaa
2977,"Mobile IP Authentication, Authorization, and Accounting Requirements","C. Perkins,S. Glass,S. Jacobs,T. Hiller",October 2000,INFORMATIONAL,IETF,int,mobileip
2989,Criteria for Evaluating AAA Protocols for Network Access,"A. Hameed,B. Aboba,B. Hirschman,B. Lim,B. Patil,C. Perkins,D. Mitton,E. Campbell,E. Jaques,G. Dommety,G. Zorn,H. Koo,H. Shiino,M. Beadles,M. Lipford,M. Munson,P. Calhoun,P. McCann,P. Walsh,R. Hsu,S. Baba,S. Glass,S. Jacobs,S. Manning,S. Sivalingham,T. Hiller,X. Chen,Y. Xu",November 2000,INFORMATIONAL,IETF,ops,aaa
2990,Next Steps for the IP QoS Architecture,G. Huston,November 2000,INFORMATIONAL,IAB,,
2998,A Framework for Integrated Services Operation over Diffserv Networks,"B. Davie,E. Felstaine,F. Baker,J. Wroclawski,L. Zhang,M. Speer,P. Ford,R. Braden,R. Yavatkar,Y. Bernet",November 2000,INFORMATIONAL,IETF,tsv,issll
2999,Request for Comments Summary RFC Numbers 2900-2999,S. Ginoza,August 2001,INFORMATIONAL,Legacy,,
3000,Internet Official Protocol Standards,"J. Reynolds,L. Shiota,R. Braden,S. Ginoza",November 2001,HISTORIC,INDEPENDENT,,
3010,NFS version 4 Protocol,"B. Callaghan,C. Beame,D. Noveck,D. Robinson,M. Eisler,R. Thurlow,S. Shepler",December 2000,PROPOSED STANDARD,IETF,tsv,nfsv4
3013,Recommended Internet Service Provider Security Services and Procedures,T. Killalea,November 2000,BEST CURRENT PRACTICE,IETF,ops,grip
3042,Enhancing TCP\'s Loss Recovery Using Limited Transmit,"H. Balakrishnan,M. Allman,S. Floyd",January 2001,PROPOSED STANDARD,IETF,tsv,tsvwg
3053,IPv6 Tunnel Broker,"A. Durand,D. Lento,I. Guardini,P. Fasano",January 2001,INFORMATIONAL,IETF,ops,ngtrans
3084,COPS Usage for Policy Provisioning (COPS-PR),"A. Smith,D. Durham,F. Reichmeyer,J. Seligson,K. Chan,K. McCloghrie,R. Yavatkar,S. Gai,S. Herzog",March 2001,HISTORIC,IETF,ops,rap
3127,"Authentication, Authorization, and Accounting: Protocol Evaluation","B. Patil,B. Wolff,D. Mitton,D. Nelson,M. St.Johns,M. Stevens,S. Barkley",June 2001,INFORMATIONAL,IETF,ops,aaa
3141,CDMA2000 Wireless Data Requirements for AAA,"A. Hameed,B. Hirschman,B. Lim,C. Lo,E. Campbell,E. Jaques,G. Dommety,H. Koo,H. Shiino,M. Lipford,M. Munson,P. Calhoun,P. McCann,P. Walsh,R. Hsu,S. Baba,S. Manning,S. Sivalingham,T. Ayaki,T. Hiller,T. Seki,X. Chen,Y. Xu",June 2001,INFORMATIONAL,Legacy,,
3145,L2TP Disconnect Cause Information,"J. Carlson,M. Verma,R. Verma",July 2001,PROPOSED STANDARD,IETF,int,l2tpext
3169,Criteria for Evaluating Network Access Server Protocols,"D. Mitton,M. Beadles",September 2001,INFORMATIONAL,IETF,ops,nasreq
3170,IP Multicast Applications: Challenges and Solutions,"B. Quinn,K. Almeroth",September 2001,INFORMATIONAL,IETF,ops,mboned
