RFC_ID,Title,Authors,Date,Status,Stream,Area,Working_Group
699,Request For Comments summary notes: 600-699,"J. Postel,J. Vernon",November 1982,INFORMATIONAL,Legacy,,
725,RJE protocol for a resource sharing network,"G.R. Grossman,J.D. Day",March 1977,UNKNOWN,Legacy,,
739,Assigned numbers,J. Postel,November 1977,HISTORIC,Legacy,,
740,NETRJS Protocol,R.T. Braden,November 1977,HISTORIC,Legacy,,
750,Assigned numbers,J. Postel,September 1978,HISTORIC,Legacy,,
755,Assigned numbers,J. Postel,May 1979,HISTORIC,Legacy,,
758,Assigned numbers,J. Postel,August 1979,HISTORIC,Legacy,,
759,Internet Message Protocol,J. Postel,August 1980,HISTORIC,Legacy,,
762,Assigned numbers,J. Postel,January 1980,HISTORIC,Legacy,,
765,File Transfer Protocol specification,J. Postel,June 1980,UNKNOWN,Legacy,,
770,Assigned numbers,J. Postel,September 1980,HISTORIC,Legacy,,
776,Assigned numbers,J. Postel,January 1981,HISTORIC,Legacy,,
790,Assigned numbers,J. Postel,September 1981,HISTORIC,Legacy,,
808,Summary of computer mail services meeting held at BBN on 10 January 1979,J. Postel,March 1982,UNKNOWN,Legacy,,
820,Assigned numbers,J. Postel,August 1982,HISTORIC,Legacy,,
869,Host Monitoring Protocol,R. Hinden,December 1983,HISTORIC,Legacy,,
870,Assigned numbers,"J. Postel,J.K. Reynolds",October 1983,HISTORIC,Legacy,,
871,Perspective on the ARPANET reference model,M.A. Padlipsky,September 1982,UNKNOWN,Legacy,,
874,Critique of X.25,M.A. Padlipsky,September 1982,UNKNOWN,Legacy,,
892,ISO Transport Protocol specification,International Organization for Standardization,December 1983,UNKNOWN,Legacy,,
900,Assigned Numbers,"J. Postel,J.K. Reynolds",June 1984,HISTORIC,Legacy,,
905,ISO Transport Protocol specification ISO DP 8073,ISO,April 1984,UNKNOWN,Legacy,,
913,Simple File Transfer Protocol,M. Lottor,September 1984,HISTORIC,Legacy,,
923,Assigned numbers,"J. Postel,J.K. Reynolds",October 1984,HISTORIC,Legacy,,
926,Protocol for providing the connectionless mode network services,International Organization for Standardization,December 1984,UNKNOWN,Legacy,,
943,Assigned numbers,"J. Postel,J.K. Reynolds",April 1985,HISTORIC,Legacy,,
949,FTP unique-named store command,M.A. Padlipsky,July 1985,UNKNOWN,Legacy,,
959,File Transfer Protocol,"J. Postel,J. Reynolds",October 1985,INTERNET STANDARD,Legacy,,
960,Assigned numbers,"J. Postel,J.K. Reynolds",December 1985,HISTORIC,Legacy,,
985,Requirements for Internet gateways - draft,"National Science Foundation,Network Technical Advisory Group",May 1986,UNKNOWN,Legacy,,
990,Assigned numbers,"J. Postel,J.K. Reynolds",November 1986,HISTORIC,Legacy,,
1000,Request For Comments reference guide,"J. Postel,J.K. Reynolds",August 1987,UNKNOWN,Legacy,,
1009,Requirements for Internet gateways,"J. Postel,R.T. Braden",June 1987,HISTORIC,Legacy,,
1010,Assigned numbers,"J. Postel,J.K. Reynolds",May 1987,HISTORIC,Legacy,,
1012,Bibliography of Request For Comments 1 through 999,"J. Postel,J.K. Reynolds",June 1987,INFORMATIONAL,Legacy,,
1015,Implementation plan for interagency research Internet,B.M. Leiner,July 1987,UNKNOWN,Legacy,,
1017,Network requirements for scientific research: Internet task force on scientific computing,B.M. Leiner,August 1987,UNKNOWN,Legacy,,
1030,On testing the NETBLT Protocol over divers networks,M.L. Lambert,November 1987,UNKNOWN,Legacy,,
1045,VMTP: Versatile Message Transaction Protocol: Protocol specification,D.R. Cheriton,February 1988,EXPERIMENTAL,Legacy,,
1060,Assigned numbers,"J. Postel,J.K. Reynolds",March 1990,HISTORIC,Legacy,,
1068,Background File Transfer Program (BFTP),"A.L. DeSchon,R.T. Braden",August 1988,UNKNOWN,Legacy,,
1077,Critical issues in high bandwidth networking,B.M. Leiner,November 1988,UNKNOWN,Legacy,,
1095,Common Management Information Services and Protocol over TCP/IP (CMOT),"L. Besaw,U.S. Warrier",April 1989,UNKNOWN,Legacy,,
1102,Policy routing in Internet protocols,D.D. Clark,May 1989,UNKNOWN,Legacy,,
1104,Models of policy based routing,H.W. Braun,June 1989,UNKNOWN,Legacy,,
1107,Plan for Internet directory services,K.R. Sollins,July 1989,INFORMATIONAL,Legacy,,
1114,Privacy enhancement for Internet electronic mail: Part II - certificate-based key management,"J. Linn,S.T. Kent",August 1989,HISTORIC,Legacy,,
1125,Policy requirements for inter Administrative Domain routing,D. Estrin,November 1989,UNKNOWN,Legacy,,
1126,Goals and functional requirements for inter-autonomous system routing,M. Little,October 1989,UNKNOWN,Legacy,,
1135,Helminthiasis of the Internet,J.K. Reynolds,December 1989,INFORMATIONAL,Legacy,,
1147,FYI on a Network Management Tool Catalog: Tools for Monitoring and Debugging TCP/IP Internets and Interconnected Devices,R.H. Stine,April 1990,INFORMATIONAL,IETF,,noctools
1167,Thoughts on the National Research and Education Network,V.G. Cerf,July 1990,INFORMATIONAL,Legacy,,
1168,Intermail and Commercial Mail Relay services,"A. Westine,A.L. DeSchon,C.E. Ward,J. Postel",July 1990,INFORMATIONAL,Legacy,,
1175,FYI on where to start: A bibliography of internetworking information,"A. Yuan,J.K. Reynolds,K. Roubicek,K.L. Bowers,M.K. Stahl,T.L. LaQuey",August 1990,INFORMATIONAL,IETF,,userdoc
1180,TCP/IP tutorial,"C.J. Kale,T.J. Socolofsky",January 1991,INFORMATIONAL,Legacy,,
1190,Experimental Internet Stream Protocol: Version 2 (ST-II),C. Topolcic,October 1990,EXPERIMENTAL,IETF,int,cip
1192,Commercialization of the Internet summary report,B. Kahin,November 1990,INFORMATIONAL,Legacy,,
1244,Site Security Handbook,"J.K. Reynolds,J.P. Holbrook",July 1991,INFORMATIONAL,Legacy,,
1259,Building the open road: The NREN as test-bed for the national public network,M. Kapor,September 1991,INFORMATIONAL,Legacy,,
1272,Internet Accounting: Background,"C. Mills,D. Hirsh,G.R. Ruth",November 1991,INFORMATIONAL,IETF,,acct
1280,IAB Official Protocol Standards,J. Postel,March 1992,HISTORIC,Legacy,,
1281,Guidelines for the Secure Operation of the Internet,"B. Fraser,R. Pethia,S. Crocker",November 1991,INFORMATIONAL,IETF,sec,spwg
1287,Towards the Future Internet Architecture,"D. Clark,L. Chapin,R. Braden,R. Hobby,V. Cerf",December 1991,INFORMATIONAL,Legacy,,
1299,Summary of 1200-1299,M. Kennedy,January 1997,INFORMATIONAL,Legacy,,
1306,Experiences Supporting By-Request Circuit-Switched T3 Networks,"A. Nicholson,J. Young",March 1992,INFORMATIONAL,Legacy,,
1322,A Unified Approach to Inter-Domain Routing,"D. Estrin,S. Hotz,Y. Rekhter",May 1992,INFORMATIONAL,IETF,rtg,bgp
1331,The Point-to-Point Protocol (PPP) for the Transmission of Multi-protocol Datagrams over Point-to-Point Links,W. Simpson,May 1992,PROPOSED STANDARD,IETF,int,pppext
1340,Assigned Numbers,"J. Postel,J. Reynolds",July 1992,HISTORIC,Legacy,,
1346,"Resource Allocation, Control, and Accounting for the Use of Network Resources",P. Jones,June 1992,INFORMATIONAL,Legacy,,
1356,Multiprotocol Interconnect on X.25 and ISDN in the Packet Mode,"A. Malis,D. Robinson,R. Ullmann",August 1992,DRAFT STANDARD,IETF,int,iplpdn
1360,IAB Official Protocol Standards,J. Postel,September 1992,HISTORIC,Legacy,,
1374,IP and ARP on HIPPI,"A. Nicholson,J. Renwick",October 1992,PROPOSED STANDARD,Legacy,,
1380,IESG Deliberations on Routing and Addressing,"P. Almquist,P. Gross",November 1992,INFORMATIONAL,IETF,,IESG
1391,The Tao of the IETF: A Guide for New Attendees of the Internet Engineering Task Force,G. Malkin,January 1993,INFORMATIONAL,Legacy,,
1399,Summary of 1300-1399,J. Elliott,January 1997,INFORMATIONAL,Legacy,,
1454,Comparison of Proposals for Next Version of IP,T. Dixon,May 1993,INFORMATIONAL,Legacy,,
1466,Guidelines for Management of IP Address Space,E. Gerich,May 1993,INFORMATIONAL,Legacy,,
1470,FYI on a Network Management Tool Catalog: Tools for Monitoring and Debugging TCP/IP Internets and Interconnected Devices,"J. Reynolds,R. Enger",June 1993,INFORMATIONAL,IETF,,noctool2
1478,An Architecture for Inter-Domain Policy Routing,M. Steenstrup,June 1993,HISTORIC,IETF,rtg,idpr
1486,An Experiment in Remote Printing,"C. Malamud,M. Rose",July 1993,EXPERIMENTAL,Legacy,,
1498,On the Naming and Binding of Network Destinations,J. Saltzer,August 1993,INFORMATIONAL,Legacy,,
1510,The Kerberos Network Authentication Service (V5),"C. Neuman,J. Kohl",September 1993,HISTORIC,IETF,sec,cat
1528,Principles of Operation for the TPC.INT Subdomain: Remote Printing -- Technical Procedures,"C. Malamud,M. Rose",October 1993,EXPERIMENTAL,Legacy,,
1539,The Tao of IETF - A Guide for New Attendees of the Internet Engineering Task Force,G. Malkin,October 1993,INFORMATIONAL,Legacy,,
1545,FTP Operation Over Big Address Records (FOOBAR),D. Piscitello,November 1993,EXPERIMENTAL,Legacy,,
1549,PPP in HDLC Framing,W. Simpson,December 1993,DRAFT STANDARD,IETF,int,pppext
1550,IP: Next Generation (IPng) White Paper Solicitation,"A. Mankin,S. Bradner",December 1993,INFORMATIONAL,Legacy,,
1596,Definitions of Managed Objects for Frame Relay Service,T. Brown,March 1994,PROPOSED STANDARD,IETF,int,frnetmib
1604,Definitions of Managed Objects for Frame Relay Service,T. Brown,March 1994,PROPOSED STANDARD,Legacy,,
1616,X.400(1988) for the Academic and Research Community in Europe,"E. Huizer,J. Romaguera,RARE WG-MSG Task Force 88",May 1994,INFORMATIONAL,Legacy,,
1633,Integrated Services in the Internet Architecture: an Overview,"D. Clark,R. Braden,S. Shenker",June 1994,INFORMATIONAL,Legacy,,
1636,"Report of IAB Workshop on Security in the Internet Architecture - February 8-10, 1994","C. Huitema,D. Clark,R. Braden,S. Crocker",June 1994,INFORMATIONAL,Legacy,,
1639,FTP Operation Over Big Address Records (FOOBAR),D. Piscitello,June 1994,EXPERIMENTAL,Legacy,,
1649,Operational Requirements for X.400 Management Domains in the GO-MHS Community,"A. Hansen,R. Hagens",July 1994,INFORMATIONAL,IETF,app,x400ops
1662,PPP in HDLC-like Framing,W. Simpson,July 1994,INTERNET STANDARD,IETF,int,pppext
1671,IPng White Paper on Transition and Other Considerations,B. Carpenter,August 1994,INFORMATIONAL,Legacy,,
1672,Accounting Requirements for IPng,N. Brownlee,August 1994,INFORMATIONAL,Legacy,,
1674,A Cellular Industry View of IPng,M. Taylor,August 1994,INFORMATIONAL,Legacy,,
1675,Security Concerns for IPng,S. Bellovin,August 1994,INFORMATIONAL,Legacy,,
1678,IPng Requirements of Large Corporate Networks,"E. Britton,J. Tavs",August 1994,INFORMATIONAL,Legacy,,
1681,On Many Addresses per Host,S. Bellovin,August 1994,INFORMATIONAL,Legacy,,
1686,IPng Requirements: A Cable Television Industry Viewpoint,M. Vecchi,August 1994,INFORMATIONAL,Legacy,,
1688,IPng Mobility Considerations,W. Simpson,August 1994,INFORMATIONAL,Legacy,,
1689,A Status Report on Networked Information Retrieval: Tools and Groups,J. Foster,August 1994,INFORMATIONAL,IETF,,nir
1699,Summary of 1600-1699,J. Elliott,January 1997,INFORMATIONAL,Legacy,,
1700,Assigned Numbers,"J. Postel,J. Reynolds",October 1994,HISTORIC,Legacy,,
1713,Tools for DNS debugging,A. Romao,November 1994,INFORMATIONAL,Legacy,,
1716,Towards Requirements for IP Routers,"F. Kastenholz,P. Almquist",November 1994,INFORMATIONAL,IETF,rtg,rreq
1718,The Tao of IETF - A Guide for New Attendees of the Internet Engineering Task Force,"G. Malkin,IETF Secretariat",November 1994,INFORMATIONAL,Legacy,,
1720,Internet Official Protocol Standards,J. Postel,November 1994,HISTORIC,Legacy,,
1726,Technical Criteria for Choosing IP The Next Generation (IPng),"C. Partridge,F. Kastenholz",December 1994,INFORMATIONAL,Legacy,,
1742,AppleTalk Management Information Base II,"K. Frisa,S. Waldbusser",January 1995,HISTORIC,IETF,int,appleip
1752,The Recommendation for the IP Next Generation Protocol,"A. Mankin,S. Bradner",January 1995,PROPOSED STANDARD,Legacy,,
1753,IPng Technical Requirements Of the Nimrod Routing and Addressing Architecture,N. Chiappa,December 1994,INFORMATIONAL,Legacy,,
1758,NADF Standing Documents: A Brief Overview,The North American Directory Forum,February 1995,INFORMATIONAL,Legacy,,
1789,INETPhone: Telephone Services and Servers on Internet,C. Yang,April 1995,INFORMATIONAL,Legacy,,
1812,Requirements for IP Version 4 Routers,F. Baker,June 1995,PROPOSED STANDARD,IETF,rtg,rreq
1820,Multimedia E-mail (MIME) User Agent Checklist,E. Huizer,August 1995,INFORMATIONAL,Legacy,,
1844,Multimedia E-mail (MIME) User Agent Checklist,E. Huizer,August 1995,INFORMATIONAL,IETF,app,mailext
1862,"Report of the IAB Workshop on Internet Information Infrastructure, October 12-14, 1994","C. Weider,J. Romkey,K. Sollins,M. McCahill,M. Schwartz,T. Verschuren",November 1995,INFORMATIONAL,Legacy,,
1927,Suggested Additional MIME Types for Associating Documents,C. Rogers,1 April 1996,INFORMATIONAL,Legacy,,
1935,"What is the Internet, Anyway?","J. Quarterman,S. Carl-Mitchell",April 1996,INFORMATIONAL,Legacy,,
1946,Native ATM Support for ST2+,S. Jackowski,May 1996,INFORMATIONAL,Legacy,,
1987,Ipsilon\'s General Switch Management Protocol Specification Version 1.1,"E. Hoffman,F. Ching Liaw,G. Minshall,P. Newman,R. Hinden,T. Lyon,W. Edwards",August 1996,INFORMATIONAL,Legacy,,
2000,Internet Official Protocol Standards,J. Postel,February 1997,HISTORIC,Legacy,,
2002,IP Mobility Support,C. Perkins,October 1996,PROPOSED STANDARD,IETF,int,mobileip
2050,Internet Registry IP Allocation Guidelines,"D. Conrad,D. Karrenberg,J. Postel,K. Hubbard,M. Kosters",November 1996,HISTORIC,Legacy,,
2058,Remote Authentication Dial In User Service (RADIUS),"A. Rubens,C. Rigney,S. Willens,W. Simpson",January 1997,PROPOSED STANDARD,IETF,ops,nasreq
2059,RADIUS Accounting,C. Rigney,January 1997,INFORMATIONAL,IETF,ops,radius
2063,Traffic Flow Measurement:  Architecture,"C. Mills,G. Ruth,N. Brownlee",January 1997,EXPERIMENTAL,IETF,tsv,rtfm
2064,Traffic Flow Measurement:  Meter MIB,N. Brownlee,January 1997,EXPERIMENTAL,IETF,tsv,rtfm
2067,IP over HIPPI,J. Renwick,January 1997,DRAFT STANDARD,Legacy,,
2072,Router Renumbering Guide,H. Berkowitz,January 1997,INFORMATIONAL,IETF,ops,pier
2093,Group Key Management Protocol (GKMP) Specification,"C. Muckenhirn,H. Harney",July 1997,EXPERIMENTAL,Legacy,,
2094,Group Key Management Protocol (GKMP) Architecture,"C. Muckenhirn,H. Harney",July 1997,EXPERIMENTAL,Legacy,,
2099,Request for Comments Summary RFC Numbers 2000-2099,J. Elliott,March 1997,INFORMATIONAL,Legacy,,
2116,X.500 Implementations Catalog-96,"C. Apple,K. Rossen",April 1997,INFORMATIONAL,IETF,app,ids
2123,Traffic Flow Measurement: Experiences with NeTraMet,N. Brownlee,March 1997,INFORMATIONAL,IETF,tsv,rtfm
2124,Cabletron\'s Light-weight Flow Admission Protocol Specification Version 1.0,"G. Lyons,J. Amweg,P. Amsden,P. Calato,S. Bensley",March 1997,INFORMATIONAL,Legacy,,
2138,Remote Authentication Dial In User Service (RADIUS),"A. Rubens,C. Rigney,S. Willens,W. Simpson",April 1997,PROPOSED STANDARD,IETF,ops,radius
2139,RADIUS Accounting,C. Rigney,April 1997,INFORMATIONAL,Legacy,,
2150,Humanities and Arts: Sharing Center Stage on the Internet,"J. Max,W. Stickle",October 1997,INFORMATIONAL,IETF,,harts
2165,Service Location Protocol,"C. Perkins,E. Guttman,J. Veizades,S. Kaplan",June 1997,PROPOSED STANDARD,IETF,int,svrloc
2194,Review of Roaming Implementations,"B. Aboba,J. Alsop,J. Ding,J. Lu,W. Wang",September 1997,INFORMATIONAL,IETF,ops,roamops
2196,Site Security Handbook,B. Fraser,September 1997,INFORMATIONAL,IETF,,ssh
2199,Request for Comments Summary RFC Numbers 2100-2199,A. Ramos,January 1998,INFORMATIONAL,Legacy,,
2200,Internet Official Protocol Standards,J. Postel,June 1997,HISTORIC,Legacy,,
2205,Resource ReSerVation Protocol (RSVP) -- Version 1 Functional Specification,"L. Zhang,R. Braden,S. Berson,S. Herzog,S. Jamin",September 1997,PROPOSED STANDARD,IETF,tsv,rsvp
2208,Resource ReSerVation Protocol (RSVP) -- Version 1 Applicability Statement Some Guidelines on Deployment,"A. Mankin,A. Romanow,A. Weinrib,B. Braden,F. Baker,L. Zhang,M. O\'Dell,S. Bradner",September 1997,INFORMATIONAL,IETF,tsv,rsvp
2210,The Use of RSVP with IETF Integrated Services,J. Wroclawski,September 1997,PROPOSED STANDARD,IETF,tsv,intserv
2211,Specification of the Controlled-Load Network Element Service,J. Wroclawski,September 1997,PROPOSED STANDARD,IETF,tsv,intserv
2212,Specification of Guaranteed Quality of Service,"C. Partridge,R. Guerin,S. Shenker",September 1997,PROPOSED STANDARD,IETF,tsv,intserv
2249,Mail Monitoring MIB,"N. Freed,S. Kille",January 1998,PROPOSED STANDARD,IETF,app,madman
2297,Ipsilon\'s General Switch Management Protocol Specification Version 2.0,"E. Hoffman,F. Ching Liaw,G. Minshall,P. Newman,R. Hinden,T. Lyon,W. Edwards",March 1998,INFORMATIONAL,Legacy,,
2341,"Cisco Layer Two Forwarding (Protocol) ""L2F""","A. Valencia,M. Littlewood,T. Kolar",May 1998,HISTORIC,Legacy,,
2378,The CCSO Nameserver (Ph) Architecture,"P. Pomes,R. Hedberg",September 1998,INFORMATIONAL,IETF,app,ids
2382,A Framework for Integrated Services and RSVP over ATM,"E. Crawley,F. Baker,J. Krawczyk,L. Berger,M. Borden,S. Berson",August 1998,INFORMATIONAL,IETF,tsv,issll
2400,Internet Official Protocol Standards,"J. Postel,J. Reynolds",September 1998,HISTORIC,Legacy,,
2430,A Provider Architecture for Differentiated Services and Traffic Engineering (PASTE),"T. Li,Y. Rekhter",October 1998,INFORMATIONAL,Legacy,,
2456,Definitions of Managed Objects for APPN TRAPS,"B. Clouston,B. Moore",November 1998,PROPOSED STANDARD,IETF,rtg,snanau
2475,An Architecture for Differentiated Services,"D. Black,E. Davies,M. Carlson,S. Blake,W. Weiss,Z. Wang",December 1998,INFORMATIONAL,IETF,tsv,diffserv
2477,Criteria for Evaluating Roaming Protocols,"B. Aboba,G. Zorn",January 1999,INFORMATIONAL,IETF,ops,roamops
2486,The Network Access Identifier,"B. Aboba,M. Beadles",January 1999,PROPOSED STANDARD,IETF,ops,roamops
2500,Internet Official Protocol Standards,"J. Reynolds,R. Braden",June 1999,HISTORIC,Legacy,,
2501,Mobile Ad hoc Networking (MANET): Routing Protocol Performance Issues and Evaluation Considerations,"J. Macker,S. Corson",January 1999,INFORMATIONAL,IETF,rtg,manet
2504,Users\' Security Handbook,"E. Guttman,G. Malkin,L. Leong",February 1999,INFORMATIONAL,IETF,,ssh
2512,Accounting Information for ATM Networks,"A. Prasad,J. Heinanen,K. McCloghrie,W. Greene",February 1999,PROPOSED STANDARD,IETF,ops,atommib
2513,Managed Objects for Controlling the Collection and Storage of Accounting Information for Connection-Oriented Networks,"A. Prasad,J. Heinanen,K. McCloghrie,W. Greene",February 1999,PROPOSED STANDARD,IETF,ops,atommib
2527,Internet X.509 Public Key Infrastructure Certificate Policy and Certification Practices Framework,"S. Chokhani,W. Ford",March 1999,INFORMATIONAL,IETF,sec,pkix
2548,Microsoft Vendor-specific RADIUS Attributes,G. Zorn,March 1999,INFORMATIONAL,IETF,ops,radius
2566,Internet Printing Protocol/1.0: Model and Semantics,"P. Powell,R. Herriot,R. deBry,S. Isaacson,T. Hastings",April 1999,EXPERIMENTAL,IETF,app,ipp
2567,Design Goals for an Internet Printing Protocol,F. Wright,April 1999,EXPERIMENTAL,IETF,app,ipp
2588,IP Multicast and Firewalls,R. Finlayson,May 1999,INFORMATIONAL,IETF,ops,mboned
2594,Definitions of Managed Objects for WWW Services,"C. Kalbfleisch,H. Hazewinkel,J. Schoenwaelder",May 1999,PROPOSED STANDARD,IETF,app,applmib
2599,Request for Comments Summary RFC Numbers 2500-2599,A. DeLaCruz,March 2000,INFORMATIONAL,Legacy,,
2600,Internet Official Protocol Standards,"J. Reynolds,R. Braden",March 2000,HISTORIC,Legacy,,
2607,Proxy Chaining and Policy Implementation in Roaming,"B. Aboba,J. Vollbrecht",June 1999,INFORMATIONAL,IETF,ops,roamops
2620,RADIUS Accounting Client MIB,"B. Aboba,G. Zorn",June 1999,INFORMATIONAL,IETF,ops,radius
2621,RADIUS Accounting Server MIB,"B. Aboba,G. Zorn",June 1999,INFORMATIONAL,IETF,ops,radius
2626,The Internet and the Millennium Problem (Year 2000),P. Nesser II,June 1999,INFORMATIONAL,IETF,ops,2000
2635,DON\'T SPEW A Set of Guidelines for Mass Unsolicited Mailings and Postings (spam*),"A. Lunde,S. Hambridge",June 1999,INFORMATIONAL,IETF,,run
2654,A Tagged Index Object for use in the Common Indexing Protocol,"B. Greenblatt,M. Wahl,R. Hedberg,R. Moats",August 1999,EXPERIMENTAL,IETF,app,find
2661,"Layer Two Tunneling Protocol ""L2TP""","A. Rubens,A. Valencia,B. Palter,G. Pall,G. Zorn,W. Townsley",August 1999,PROPOSED STANDARD,IETF,int,pppext
2676,QoS Routing Mechanisms and OSPF Extensions,"A. Orda,D. Williams,G. Apostolopoulos,R. Guerin,S. Kama,T. Przygienda",August 1999,EXPERIMENTAL,IETF,rtg,ospf
2679,A One-way Delay Metric for IPPM,"G. Almes,M. Zekauskas,S. Kalidindi",September 1999,PROPOSED STANDARD,IETF,tsv,ippm
2680,A One-way Packet Loss Metric for IPPM,"G. Almes,M. Zekauskas,S. Kalidindi",September 1999,PROPOSED STANDARD,IETF,tsv,ippm
2681,A Round-trip Delay Metric for IPPM,"G. Almes,M. Zekauskas,S. Kalidindi",September 1999,PROPOSED STANDARD,IETF,tsv,ippm
2699,Request for Comments Summary RFC Numbers 2600-2699,S. Ginoza,May 2000,INFORMATIONAL,Legacy,,
2700,Internet Official Protocol Standards,"J. Reynolds,R. Braden",August 2000,HISTORIC,Legacy,,
