RFC_ID,Title,Authors,Date,Status,Stream,Area,Working_Group
1848,MIME Object Security Services,"J. Galvin,N. Freed,S. Crocker,S. Murphy",October 1995,HISTORIC,IETF,sec,pem
1849,"""Son of 1036"": News Article Format and Transmission",H. Spencer,March 2010,HISTORIC,INDEPENDENT,,
1941,Frequently Asked Questions for Schools,"J. Robichaux,J. Sellers",May 1996,INFORMATIONAL,IETF,,isn
1992,The Nimrod Routing Architecture,"I. Castineyra,M. Steenstrup,N. Chiappa",August 1996,INFORMATIONAL,IETF,rtg,nimrod
2181,Clarifications to the DNS Specification,"R. Bush,R. Elz",July 1997,PROPOSED STANDARD,IETF,int,dnsind
2246,The TLS Protocol Version 1.0,"C. Allen,T. Dierks",January 1999,HISTORIC,IETF,sec,tls
2264,User-based Security Model (USM) for version 3 of the Simple Network Management Protocol (SNMPv3),"B. Wijnen,U. Blumenthal",January 1998,PROPOSED STANDARD,IETF,ops,snmpv3
2274,User-based Security Model (USM) for version 3 of the Simple Network Management Protocol (SNMPv3),"B. Wijnen,U. Blumenthal",January 1998,PROPOSED STANDARD,Legacy,,
2276,Architectural Principles of Uniform Resource Name Resolution,K. Sollins,January 1998,INFORMATIONAL,IETF,app,urn
2311,S/MIME Version 2 Message Specification,"B. Ramsdell,L. Lundblade,L. Repka,P. Hoffman,S. Dusse",March 1998,HISTORIC,Legacy,,
2360,Guide for Internet Standards Writers,G. Scott,June 1998,BEST CURRENT PRACTICE,IETF,,stdguide
2398,Some Testing Tools for TCP Implementors,"C. Schmechel,S. Parker",August 1998,INFORMATIONAL,IETF,tsv,tcpimpl
2440,OpenPGP Message Format,"H. Finney,J. Callas,L. Donnerhacke,R. Thayer",November 1998,PROPOSED STANDARD,IETF,sec,openpgp
2504,Users\' Security Handbook,"E. Guttman,G. Malkin,L. Leong",February 1999,INFORMATIONAL,IETF,,ssh
2505,Anti-Spam Recommendations for SMTP MTAs,G. Lindberg,February 1999,BEST CURRENT PRACTICE,Legacy,,
2510,Internet X.509 Public Key Infrastructure Certificate Management Protocols,"C. Adams,S. Farrell",March 1999,PROPOSED STANDARD,IETF,sec,pkix
2518,HTTP Extensions for Distributed Authoring -- WEBDAV,"A. Faizi,D. Jensen,E. Whitehead,S. Carter,Y. Goland",February 1999,PROPOSED STANDARD,IETF,app,webdav
2527,Internet X.509 Public Key Infrastructure Certificate Policy and Certification Practices Framework,"S. Chokhani,W. Ford",March 1999,INFORMATIONAL,IETF,sec,pkix
2574,User-based Security Model (USM) for version 3 of the Simple Network Management Protocol (SNMPv3),"B. Wijnen,U. Blumenthal",April 1999,DRAFT STANDARD,IETF,ops,snmpv3
2608,"Service Location Protocol, Version 2","C. Perkins,E. Guttman,J. Veizades,M. Day",June 1999,PROPOSED STANDARD,IETF,int,svrloc
2627,Key Management for Multicast: Issues and Architectures,"D. Wallner,E. Harder,R. Agee",June 1999,INFORMATIONAL,Legacy,,
2633,S/MIME Version 3 Message Specification,B. Ramsdell,June 1999,PROPOSED STANDARD,IETF,sec,smime
2692,SPKI Requirements,C. Ellison,September 1999,EXPERIMENTAL,IETF,sec,spki
2704,The KeyNote Trust-Management System Version 2,"A. Keromytis,J. Feigenbaum,J. Ioannidis,M. Blaze",September 1999,INFORMATIONAL,Legacy,,
2725,Routing Policy System Security,"C. Alaettinoglu,C. Villamizar,D. Meyer,S. Murphy",December 1999,PROPOSED STANDARD,IETF,ops,rps
2744,Generic Security Service API Version 2 : C-bindings,J. Wray,January 2000,PROPOSED STANDARD,IETF,sec,cat
2769,Routing Policy System Replication,"C. Alaettinoglu,C. Villamizar,D. Meyer,R. Govindan",February 2000,PROPOSED STANDARD,IETF,ops,rps
2813,Internet Relay Chat: Server Protocol,C. Kalt,April 2000,INFORMATIONAL,IETF,,NON WORKING GROUP
2828,Internet Security Glossary,R. Shirey,May 2000,INFORMATIONAL,Legacy,,
2853,Generic Security Service API Version 2 : Java Bindings,"J. Kabat,M. Upadhyay",June 2000,PROPOSED STANDARD,IETF,sec,cat
2909,The Multicast Address-Set Claim (MASC) Protocol,"D. Estrin,D. Thaler,M. Handley,P. Radoslavov,R. Govindan,S. Kumar",September 2000,HISTORIC,IETF,tsv,malloc
2942,Telnet Authentication: Kerberos Version 5,T. Ts\'o,September 2000,PROPOSED STANDARD,Legacy,,
2974,Session Announcement Protocol,"C. Perkins,E. Whelan,M. Handley",October 2000,EXPERIMENTAL,IETF,rai,mmusic
3029,Internet X.509 Public Key Infrastructure Data Validation and Certification Server Protocols,"C. Adams,M. Zolotarev,P. Sylvester,R. Zuccherato",February 2001,EXPERIMENTAL,IETF,sec,pkix
3127,"Authentication, Authorization, and Accounting: Protocol Evaluation","B. Patil,B. Wolff,D. Mitton,D. Nelson,M. St.Johns,M. Stevens,S. Barkley",June 2001,INFORMATIONAL,IETF,ops,aaa
3129,Requirements for Kerberized Internet Negotiation of Keys,M. Thomas,June 2001,INFORMATIONAL,IETF,sec,kink
3161,Internet X.509 Public Key Infrastructure Time-Stamp Protocol (TSP),"C. Adams,D. Pinkas,P. Cain,R. Zuccherato",August 2001,PROPOSED STANDARD,IETF,sec,pkix
3256,The DOCSIS (Data-Over-Cable Service Interface Specifications) Device Class DHCP (Dynamic Host Configuration Protocol) Relay Agent Information Sub-option,"D. Jones,R. Woundy",April 2002,PROPOSED STANDARD,IETF,int,dhc
3280,Internet X.509 Public Key Infrastructure Certificate and Certificate Revocation List (CRL) Profile,"D. Solo,R. Housley,W. Ford,W. Polk",April 2002,PROPOSED STANDARD,IETF,sec,pkix
3281,An Internet Attribute Certificate Profile for Authorization,"R. Housley,S. Farrell",April 2002,PROPOSED STANDARD,IETF,sec,pkix
3325,Private Extensions to the Session Initiation Protocol (SIP) for Asserted Identity within Trusted Networks,"C. Jennings,J. Peterson,M. Watson",November 2002,INFORMATIONAL,IETF,rai,sip
3414,User-based Security Model (USM) for version 3 of the Simple Network Management Protocol (SNMPv3),"B. Wijnen,U. Blumenthal",December 2002,INTERNET STANDARD,IETF,ops,snmpv3
3626,Optimized Link State Routing Protocol (OLSR),"P. Jacquet,T. Clausen",October 2003,EXPERIMENTAL,IETF,rtg,manet
3628,Policy Requirements for Time-Stamping Authorities (TSAs),"D. Pinkas,J. Ross,N. Pope",November 2003,INFORMATIONAL,IETF,sec,pkix
3631,Security Mechanisms for the Internet,"C. Kaufman,J. Schiller,S. Bellovin",December 2003,INFORMATIONAL,IAB,,
3647,Internet X.509 Public Key Infrastructure Certificate Policy and Certification Practices Framework,"C. Merrill,R. Sabett,S. Chokhani,S. Wu,W. Ford",November 2003,INFORMATIONAL,IETF,sec,pkix
3655,Redefinition of DNS Authenticated Data (AD) bit,"B. Wellington,O. Gudmundsson",November 2003,PROPOSED STANDARD,IETF,int,dnsext
3709,Internet X.509 Public Key Infrastructure: Logotypes in X.509 Certificates,"R. Housley,S. Santesson,T. Freeman",February 2004,PROPOSED STANDARD,IETF,sec,pkix
3756,IPv6 Neighbor Discovery (ND) Trust Models and Threats,"E. Nordmark,J. Kempf,P. Nikander",May 2004,INFORMATIONAL,IETF,int,send
3761,The E.164 to Uniform Resource Identifiers (URI) Dynamic Delegation Discovery System (DDDS) Application (ENUM),"M. Mealling,P. Faltstrom",April 2004,PROPOSED STANDARD,IETF,rai,enum
3833,Threat Analysis of the Domain Name System (DNS),"D. Atkins,R. Austein",August 2004,INFORMATIONAL,IETF,int,dnsext
3851,Secure/Multipurpose Internet Mail Extensions (S/MIME) Version 3.1 Message Specification,B. Ramsdell,July 2004,PROPOSED STANDARD,IETF,sec,smime
3984,RTP Payload Format for H.264 Video,"D. Singer,M. Westerlund,M.M. Hannuksela,S. Wenger,T. Stockhammer",February 2005,PROPOSED STANDARD,IETF,rai,avt
4035,Protocol Modifications for the DNS Security Extensions,"D. Massey,M. Larson,R. Arends,R. Austein,S. Rose",March 2005,PROPOSED STANDARD,IETF,int,dnsext
4072,Diameter Extensible Authentication Protocol (EAP) Application,"G. Zorn,P. Eronen,T. Hiller",August 2005,PROPOSED STANDARD,IETF,ops,aaa
4081,Security Threats for Next Steps in Signaling (NSIS),"D. Kroeselberg,H. Tschofenig",June 2005,INFORMATIONAL,IETF,tsv,nsis
4158,Internet X.509 Public Key Infrastructure: Certification Path Building,"M. Cooper,P. Hesse,R. Nicholas,S. Joseph,Y. Dzambasow",September 2005,INFORMATIONAL,IETF,sec,pkix
4162,Addition of SEED Cipher Suites to Transport Layer Security (TLS),"H.J. Lee,J.H. Yoon,J.I. Lee",August 2005,PROPOSED STANDARD,IETF,,NON WORKING GROUP
4189,Requirements for End-to-Middle Security for the Session Initiation Protocol (SIP),"K. Ono,S. Tachimoto",October 2005,INFORMATIONAL,IETF,rai,sipping
4210,Internet X.509 Public Key Infrastructure Certificate Management Protocol (CMP),"C. Adams,S. Farrell,T. Kause,T. Mononen",September 2005,PROPOSED STANDARD,IETF,sec,pkix
4225,Mobile IP Version 6 Route Optimization Security Design Background,"E. Nordmark,G. Montenegro,J. Arkko,P. Nikander,T. Aura",December 2005,INFORMATIONAL,IETF,int,mip6
4301,Security Architecture for the Internet Protocol,"K. Seo,S. Kent",December 2005,PROPOSED STANDARD,IETF,sec,ipsec
4310,Domain Name System (DNS) Security Extensions Mapping for the Extensible Provisioning Protocol (EPP),S. Hollenbeck,December 2005,PROPOSED STANDARD,IETF,,NON WORKING GROUP
4346,The Transport Layer Security (TLS) Protocol Version 1.1,"E. Rescorla,T. Dierks",April 2006,HISTORIC,IETF,sec,tls
4409,Message Submission for Mail,"J. Klensin,R. Gellens",April 2006,DRAFT STANDARD,IETF,,NON WORKING GROUP
4423,Host Identity Protocol (HIP) Architecture,"P. Nikander,R. Moskowitz",May 2006,INFORMATIONAL,IETF,int,hip
4449,Securing Mobile IPv6 Route Optimization Using a Static Shared Key,C. Perkins,June 2006,PROPOSED STANDARD,IETF,int,mip6
4458,Session Initiation Protocol (SIP) URIs for Applications such as Voicemail and Interactive Voice Response (IVR),"C. Jennings,F. Audet,J. Elwell",April 2006,INFORMATIONAL,IETF,,NON WORKING GROUP
4535,GSAKMP: Group Secure Association Key Management Protocol,"A. Colegrove,G. Gross,H. Harney,U. Meth",June 2006,PROPOSED STANDARD,IETF,sec,msec
4555,IKEv2 Mobility and Multihoming Protocol (MOBIKE),P. Eronen,June 2006,PROPOSED STANDARD,IETF,sec,mobike
4640,Problem Statement for bootstrapping Mobile IPv6 (MIPv6),"A. Patel,G. Giaretta",September 2006,INFORMATIONAL,IETF,int,mip6
4650,HMAC-Authenticated Diffie-Hellman for Multimedia Internet KEYing (MIKEY),M. Euchner,September 2006,PROPOSED STANDARD,IETF,sec,msec
4651,A Taxonomy and Analysis of Enhancements to Mobile IPv6 Route Optimization,"C. Vogt,J. Arkko",February 2007,INFORMATIONAL,IRTF,,
4683,Internet X.509 Public Key Infrastructure Subject Identification Method (SIM),"H.. Lee,J. Lee,J. Park,S. Park,T. Polk",October 2006,PROPOSED STANDARD,IETF,sec,pkix
4697,Observed DNS Resolution Misbehavior,"M. Larson,P. Barber",October 2006,BEST CURRENT PRACTICE,IETF,ops,dnsop
4741,NETCONF Configuration Protocol,R. Enns,December 2006,PROPOSED STANDARD,IETF,ops,netconf
4767,The Intrusion Detection Exchange Protocol (IDXP),"B. Feinstein,G. Matthews",March 2007,EXPERIMENTAL,IETF,sec,idwg
4880,OpenPGP Message Format,"D. Shaw,H. Finney,J. Callas,L. Donnerhacke,R. Thayer",November 2007,PROPOSED STANDARD,IETF,sec,openpgp
4882,IP Address Location Privacy and Mobile IPv6: Problem Statement,R. Koodli,May 2007,INFORMATIONAL,IETF,int,mip6
4918,HTTP Extensions for Web Distributed Authoring and Versioning (WebDAV),L. Dusseault,June 2007,PROPOSED STANDARD,IETF,app,webdav
4945,"The Internet IP Security PKI Profile of IKEv1/ISAKMP, IKEv2, and PKIX",B. Korver,August 2007,PROPOSED STANDARD,IETF,sec,pki4ipsec
4948,"Report from the IAB workshop on Unwanted Traffic March 9-10, 2006","E. Davies,L. Andersson,L. Zhang",August 2007,INFORMATIONAL,IAB,,
4949,"Internet Security Glossary, Version 2",R. Shirey,August 2007,INFORMATIONAL,INDEPENDENT,,
4986,Requirements Related to DNS Security (DNSSEC) Trust Anchor Rollover,"H. Eland,R. Mundy,S. Crocker,S. Krishnaswamy",August 2007,INFORMATIONAL,IETF,int,dnsext
4998,Evidence Record Syntax (ERS),"R. Brandner,T. Gondrom,U. Pordesch",August 2007,PROPOSED STANDARD,IETF,sec,ltans
5026,Mobile IPv6 Bootstrapping in Split Scenario,"G. Giaretta,J. Kempf,V. Devarapalli",October 2007,PROPOSED STANDARD,IETF,int,mip6
5039,The Session Initiation Protocol (SIP) and Spam,"C. Jennings,J. Rosenberg",January 2008,INFORMATIONAL,IETF,rai,sipping
5126,CMS Advanced Electronic Signatures (CAdES),"D. Pinkas,J. Ross,N. Pope",March 2008,INFORMATIONAL,IETF,sec,smime
5164,Mobility Services Transport: Problem Statement,T. Melia,March 2008,INFORMATIONAL,IETF,int,mipshop
5197,On the Applicability of Various Multimedia Internet KEYing (MIKEY) Modes and Extensions,"D. Ignjatic,S. Fries",June 2008,INFORMATIONAL,IETF,sec,msec
5209,Network Endpoint Assessment (NEA): Overview and Requirements,"H. Khosravi,J. Tardo,K. Narayan,M. Mani,P. Sangster",June 2008,INFORMATIONAL,IETF,sec,nea
5222,LoST: A Location-to-Service Translation Protocol,"A. Newton,H. Schulzrinne,H. Tschofenig,T. Hardie",August 2008,PROPOSED STANDARD,IETF,rai,ecrit
5246,The Transport Layer Security (TLS) Protocol Version 1.2,"E. Rescorla,T. Dierks",August 2008,PROPOSED STANDARD,IETF,sec,tls
5265,Mobile IPv4 Traversal across IPsec-Based VPN Gateways,"E. Klovning,S. Vaarala",June 2008,PROPOSED STANDARD,IETF,int,mip4
5280,Internet X.509 Public Key Infrastructure Certificate and Certificate Revocation List (CRL) Profile,"D. Cooper,R. Housley,S. Boeyen,S. Farrell,S. Santesson,W. Polk",May 2008,PROPOSED STANDARD,IETF,sec,pkix
5320,The Subnetwork Encapsulation and Adaptation Layer (SEAL),F. Templin,February 2010,EXPERIMENTAL,INDEPENDENT,,
5323,Web Distributed Authoring and Versioning (WebDAV) SEARCH,"A. Babich,J. Davis,J. Reschke,S. Reddy",November 2008,PROPOSED STANDARD,IETF,,NON WORKING GROUP
5338,Using the Host Identity Protocol with Legacy Applications,"M. Komu,P. Nikander,T. Henderson",September 2008,EXPERIMENTAL,IETF,int,hip
5344,Presence and Instant Messaging Peering Use Cases,"A. Houri,E. Aoki,S. Parameswar",October 2008,INFORMATIONAL,IETF,rai,speermint
5352,Aggregate Server Access Protocol (ASAP),"M. Stillman,M. Tuexen,Q. Xie,R. Stewart",September 2008,EXPERIMENTAL,IETF,tsv,rserpool
5353,Endpoint Handlespace Redundancy Protocol (ENRP),"A. Silverton,M. Stillman,M. Tuexen,Q. Xie,R. Stewart",September 2008,EXPERIMENTAL,IETF,tsv,rserpool
5374,Multicast Extensions to the Security Architecture for the Internet Protocol,"B. Weis,D. Ignjatic,G. Gross",November 2008,PROPOSED STANDARD,IETF,sec,msec
5408,Identity-Based Encryption Architecture and Supporting Data Structures,"G. Appenzeller,L. Martin,M. Schertler",January 2009,INFORMATIONAL,IETF,sec,smime
5409,Using the Boneh-Franklin and Boneh-Boyen Identity-Based Encryption Algorithms with the Cryptographic Message Syntax (CMS),"L. Martin,M. Schertler",January 2009,INFORMATIONAL,IETF,sec,smime
5451,Message Header Field for Indicating Message Authentication Status,M. Kucherawy,April 2009,PROPOSED STANDARD,IETF,,NON WORKING GROUP
5504,Downgrading Mechanism for Email Address Internationalization,"K. Fujiwara,Y. Yoneya",March 2009,EXPERIMENTAL,IETF,app,eai
5537,Netnews Architecture and Protocols,"C. Lindsey,R. Allbery",November 2009,PROPOSED STANDARD,IETF,app,usefor
5559,Pre-Congestion Notification (PCN) Architecture,P. Eardley,June 2009,INFORMATIONAL,IETF,tsv,pcn
5570,Common Architecture Label IPv6 Security Option (CALIPSO),"G. Thomas,M. StJohns,R. Atkinson",July 2009,INFORMATIONAL,IETF,,NON WORKING GROUP
5582,Location-to-URL Mapping Architecture and Framework,H. Schulzrinne,September 2009,INFORMATIONAL,IETF,rai,ecrit
5585,DomainKeys Identified Mail (DKIM) Service Overview,"D. Crocker,P. Hallam-Baker,T. Hansen",July 2009,INFORMATIONAL,IETF,sec,dkim
5619,Softwire Security Analysis and Requirements,"C. Williams,F. Parent,H. Yokota,S. Yamamoto",August 2009,PROPOSED STANDARD,IETF,int,softwire
5653,Generic Security Service API Version 2: Java Bindings Update,"M. Upadhyay,S. Malkani",August 2009,PROPOSED STANDARD,IETF,sec,kitten
5673,Industrial Routing Requirements in Low-Power and Lossy Networks,"K. Pister,P. Thubert,S. Dwars,T. Phinney",October 2009,INFORMATIONAL,IETF,rtg,roll
5685,Redirect Mechanism for the Internet Key Exchange Protocol Version 2 (IKEv2),"K. Weniger,V. Devarapalli",November 2009,PROPOSED STANDARD,IETF,sec,ipsecme
5697,Other Certificates Extension,S. Farrell,November 2009,EXPERIMENTAL,IETF,sec,pkix
5751,Secure/Multipurpose Internet Mail Extensions (S/MIME) Version 3.2 Message Specification,"B. Ramsdell,S. Turner",January 2010,PROPOSED STANDARD,IETF,sec,smime
5752,Multiple Signatures in Cryptographic Message Syntax (CMS),"J. Schaad,S. Turner",January 2010,PROPOSED STANDARD,IETF,sec,smime
5755,An Internet Attribute Certificate Profile for Authorization,"R. Housley,S. Farrell,S. Turner",January 2010,PROPOSED STANDARD,IETF,sec,pkix
5765,Security Issues and Solutions in Peer-to-Peer Systems for Realtime Communications,"E. Ivov,E. Marocco,H. Schulzrinne",February 2010,INFORMATIONAL,IRTF,,
5772,A Set of Possible Requirements for a Future Routing Architecture,"A. Doria,E. Davies,F. Kastenholz",February 2010,HISTORIC,IRTF,,
5792,PA-TNC: A Posture Attribute (PA) Protocol Compatible with Trusted Network Connect (TNC),"K. Narayan,P. Sangster",March 2010,PROPOSED STANDARD,IETF,sec,nea
5808,Requirements for a Location-by-Reference Mechanism,R. Marshall,May 2010,INFORMATIONAL,IETF,rai,geopriv
5825,Displaying Downgraded Messages for Email Address Internationalization,"B. Leiba,K. Fujiwara",April 2010,EXPERIMENTAL,IETF,app,eai
5910,Domain Name System (DNS) Security Extensions Mapping for the Extensible Provisioning Protocol (EPP),"J. Gould,S. Hollenbeck",May 2010,PROPOSED STANDARD,IETF,,NON WORKING GROUP
5971,GIST: General Internet Signalling Transport,"H. Schulzrinne,R. Hancock",October 2010,EXPERIMENTAL,IETF,tsv,nsis
6063,Dynamic Symmetric Key Provisioning Protocol (DSKPP),"A. Doherty,M. Nystrom,M. Pei,S. Machani",December 2010,PROPOSED STANDARD,IETF,sec,keyprov
6101,The Secure Sockets Layer (SSL) Protocol Version 3.0,"A. Freier,P. Karlton,P. Kocher",August 2011,HISTORIC,IETF,,NON WORKING GROUP
6104,Rogue IPv6 Router Advertisement Problem Statement,"S. Venaas,T. Chown",February 2011,INFORMATIONAL,IETF,ops,v6ops
6183,IP Flow Information Export (IPFIX) Mediation: Framework,"A. Kobayashi,B. Claise,G. Muenz,K. Ishibashi",April 2011,INFORMATIONAL,IETF,ops,ipfix
6189,ZRTP: Media Path Key Agreement for Unicast Secure RTP,"A. Johnston,J. Callas,P. Zimmermann",April 2011,INFORMATIONAL,IETF,,NON WORKING GROUP
6241,Network Configuration Protocol (NETCONF),"A. Bierman,J. Schoenwaelder,M. Bjorklund,R. Enns",June 2011,PROPOSED STANDARD,IETF,ops,netconf
6272,Internet Protocols for the Smart Grid,"D. Meyer,F. Baker",June 2011,INFORMATIONAL,IETF,,NON WORKING GROUP
6277,Online Certificate Status Protocol Algorithm Agility,"P. Hallam-Baker,S. Santesson",June 2011,PROPOSED STANDARD,IETF,sec,pkix
6281,Understanding Apple\'s Back to My Mac (BTMM) Service,"L. Zhang,R. Wakikawa,S. Cheshire,Z. Zhu",June 2011,INFORMATIONAL,IETF,,NON WORKING GROUP
6283,Extensible Markup Language Evidence Record Syntax (XMLERS),"A. Jerman Blazic,S. Saljic,T. Gondrom",July 2011,PROPOSED STANDARD,IETF,sec,ltans
6339,Context Token Encapsulate/Decapsulate and OID Comparison Functions for the Generic Security Service Application Program Interface (GSS-API),"L. Hornquist Astrand,S. Josefsson",August 2011,PROPOSED STANDARD,IETF,,NON WORKING GROUP
6394,Use Cases and Requirements for DNS-Based Authentication of Named Entities (DANE),R. Barnes,October 2011,INFORMATIONAL,IETF,sec,dane
6409,Message Submission for Mail,"J. Klensin,R. Gellens",November 2011,INTERNET STANDARD,IETF,app,yam
6436,Rationale for Update to the IPv6 Flow Label Specification,"B. Carpenter,S. Amante,S. Jiang",November 2011,INFORMATIONAL,IETF,int,6man
6471,Overview of Best Email DNS-Based List (DNSBL) Operational Practices,"C. Lewis,M. Sergeant",January 2012,INFORMATIONAL,IRTF,,
6484,Certificate Policy (CP) for the Resource Public Key Infrastructure (RPKI),"D. Kong,K. Seo,R. Watro,S. Kent",February 2012,BEST CURRENT PRACTICE,IETF,rtg,sidr
6521,Home Agent-Assisted Route Optimization between Mobile IPv4 Networks,"A. Makela,J. Korhonen",February 2012,EXPERIMENTAL,IETF,int,mip4
6541,DomainKeys Identified Mail (DKIM) Authorized Third-Party Signatures,M. Kucherawy,February 2012,EXPERIMENTAL,IETF,,NON WORKING GROUP
6561,Recommendations for the Remediation of Bots in ISP Networks,"J. Livingood,M. O\'Reirdan,N. Mody",March 2012,INFORMATIONAL,IETF,,NON WORKING GROUP
6574,Report from the Smart Object Workshop,"H. Tschofenig,J. Arkko",April 2012,INFORMATIONAL,IAB,,
6614,Transport Layer Security (TLS) Encryption for RADIUS,"K. Wierenga,M. McCauley,S. Venaas,S. Winter",May 2012,EXPERIMENTAL,IETF,ops,radext
6677,Channel-Binding Support for Extensible Authentication Protocol (EAP) Methods,"K. Hoeper,S. Hartman,T. Clancy",July 2012,PROPOSED STANDARD,IETF,sec,emu
6678,Requirements for a Tunnel-Based Extensible Authentication Protocol (EAP) Method,"H. Zhou,J. Salowey,K. Hoeper,S. Hanna",July 2012,INFORMATIONAL,IETF,sec,emu
6698,The DNS-Based Authentication of Named Entities (DANE) Transport Layer Security (TLS) Protocol: TLSA,"J. Schlyter,P. Hoffman",August 2012,PROPOSED STANDARD,IETF,sec,dane
6739,Synchronizing Service Boundaries and &lt;mapping&gt; Elements Based on the Location-to-Service Translation (LoST) Protocol,"H. Schulzrinne,H. Tschofenig",October 2012,EXPERIMENTAL,IETF,rai,ecrit
6762,Multicast DNS,"M. Krochmal,S. Cheshire",February 2013,PROPOSED STANDARD,IETF,,NON WORKING GROUP
6794,A Framework for Session Initiation Protocol (SIP) Session Policies,"G. Camarillo,J. Rosenberg,V. Hilt",December 2012,PROPOSED STANDARD,IETF,rai,sip
6819,OAuth 2.0 Threat Model and Security Considerations,"M. McGloin,P. Hunt,T. Lodderstedt",January 2013,INFORMATIONAL,IETF,sec,oauth
6824,TCP Extensions for Multipath Operation with Multiple Addresses,"A. Ford,C. Raiciu,M. Handley,O. Bonaventure",January 2013,EXPERIMENTAL,IETF,tsv,mptcp
6857,Post-Delivery Message Downgrading for Internationalized Email Messages,K. Fujiwara,March 2013,PROPOSED STANDARD,IETF,app,eai
6876,A Posture Transport Protocol over TLS (PT-TLS),"J. Salowey,N. Cam-Winget,P. Sangster",February 2013,PROPOSED STANDARD,IETF,sec,nea
6886,NAT Port Mapping Protocol (NAT-PMP),"M. Krochmal,S. Cheshire",April 2013,INFORMATIONAL,INDEPENDENT,,
6960,X.509 Internet Public Key Infrastructure Online Certificate Status Protocol - OCSP,"A. Malpani,C. Adams,M. Myers,R. Ankney,S. Galperin,S. Santesson",June 2013,PROPOSED STANDARD,IETF,sec,pkix
7001,Message Header Field for Indicating Message Authentication Status,M. Kucherawy,September 2013,PROPOSED STANDARD,IETF,app,appsawg
7009,OAuth 2.0 Token Revocation,"M. Scurtescu,S. Dronia,T. Lodderstedt",August 2013,PROPOSED STANDARD,IETF,sec,oauth
7070,An Architecture for Reputation Reporting,"M. Kucherawy,N. Borenstein",November 2013,PROPOSED STANDARD,IETF,app,repute
7171,PT-EAP: Posture Transport (PT) Protocol for Extensible Authentication Protocol (EAP) Tunnel Methods,"N. Cam-Winget,P. Sangster",May 2014,PROPOSED STANDARD,IETF,sec,nea
7181,The Optimized Link State Routing Protocol Version 2,"C. Dearlove,P. Jacquet,T. Clausen,U. Herberg",April 2014,PROPOSED STANDARD,IETF,rtg,manet
7230,Hypertext Transfer Protocol (HTTP/1.1): Message Syntax and Routing,"J. Reschke,R. Fielding",June 2014,PROPOSED STANDARD,IETF,app,httpbis
7281,Authentication-Results Registration for S/MIME Signature Verification,A. Melnikov,June 2014,INFORMATIONAL,INDEPENDENT,,
7340,Secure Telephone Identity Problem Statement and Requirements,"H. Schulzrinne,H. Tschofenig,J. Peterson",September 2014,INFORMATIONAL,IETF,rai,stir
7357,Transparent Interconnection of Lots of Links (TRILL): End Station Address Distribution Information (ESADI) Protocol,"D. Eastlake 3rd,F. Hu,H. Zhai,O. Stokes,R. Perlman",September 2014,PROPOSED STANDARD,IETF,int,trill
7378,Trustworthy Location,"B. Aboba,H. Schulzrinne,H. Tschofenig",December 2014,INFORMATIONAL,IETF,rai,ecrit
